Code,Area,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017
E02000858,Sutton 019,61973.07 ,63938.64 ,59201.57 ,59544.19 ,62024.65 ,63323.72 ,67811.60 ,80717.33 ,85540.54 ,86032.24 ,90012.73 ,83689.98 ,85254.91 ,87108.49 ,92998.53 ,96748.73 ,100227.16 ,101577.59 ,105767.07 ,110352.90 ,114839.68 ,122492.97 ,131072.06 ,143691.16 ,143146.53 ,145045.44 ,143316.90 ,153503.29 ,156341.14 ,162590.67 ,173503.73 ,170545.30 ,179499.98 ,177954.47 ,172242.25 ,179539.53 ,178225.95 ,183325.00 ,189590.97 ,194788.98 ,196821.36 ,194134.44 ,186369.27 ,182974.03 ,188190.64 ,197054.26 ,206329.57 ,217074.08 ,226037.11 ,226676.41 ,235433.79 ,226136.21 ,215260.78 ,208842.56 ,209029.62 ,203760.98 ,204099.17 ,207073.47 ,198639.15 ,208277.11 ,232598.66 ,233051.23 ,232973.76 ,238512.77 ,211157.10 ,215167.39 ,209291.86 ,209544.57 ,222202.78 ,219962.75 ,228891.67 ,234683.33 ,219072.09 ,225683.33 ,220656.35 ,235229.18 ,261696.39 ,275111.24 ,297258.20 ,307261.98 ,305825.75 ,319122.65 ,326026.13 ,321482.53 ,299964.96 ,302972.53 ,299045.35 ,307179.93 ,344071.57 
E02000859,Sutton 020,79906.60 ,83980.24 ,83169.81 ,85425.80 ,87771.61 ,85479.40 ,88358.48 ,92143.47 ,97532.87 ,102121.37 ,107138.68 ,111272.45 ,112342.87 ,117532.10 ,118822.41 ,118119.14 ,122751.11 ,126521.41 ,132972.96 ,150866.14 ,160844.90 ,164669.05 ,166042.19 ,161780.66 ,163908.68 ,161865.48 ,170035.20 ,173126.12 ,176253.80 ,187381.40 ,190519.38 ,196647.25 ,200573.63 ,203422.29 ,207168.02 ,218511.40 ,224984.63 ,222601.98 ,219181.51 ,219401.31 ,222765.05 ,235824.47 ,245939.30 ,246281.61 ,260329.79 ,253840.98 ,254292.79 ,265605.67 ,268272.87 ,284389.15 ,291738.93 ,281504.67 ,263750.60 ,242688.36 ,236089.63 ,261422.05 ,253842.42 ,248984.04 ,255053.26 ,267441.69 ,290144.82 ,304212.45 ,293434.79 ,283158.51 ,282953.00 ,282837.46 ,299599.05 ,288810.50 ,290988.89 ,294982.85 ,297340.28 ,309603.06 ,313783.08 ,319938.37 ,317823.13 ,339555.86 ,333603.48 ,343655.42 ,343036.06 ,348515.76 ,356716.62 ,348394.48 ,370504.48 ,368219.69 ,381547.84 ,388942.94 ,386026.35 ,425837.74 ,436532.64 
E02000860,Sutton 021,57916.75 ,54988.13 ,53819.76 ,56370.79 ,57132.14 ,61895.25 ,64570.86 ,64900.97 ,67658.57 ,67602.87 ,69697.67 ,71000.22 ,72007.64 ,72664.19 ,72966.98 ,79389.68 ,83698.16 ,88237.64 ,93795.00 ,96643.68 ,103298.00 ,109730.56 ,109797.46 ,114824.13 ,117768.56 ,121478.97 ,130165.28 ,135845.44 ,139001.86 ,148107.28 ,149412.46 ,152925.08 ,162027.56 ,161299.76 ,163379.01 ,170091.33 ,175109.32 ,178341.47 ,191468.80 ,190783.11 ,189497.01 ,196698.64 ,192023.21 ,199539.02 ,197104.72 ,192922.39 ,206322.69 ,209525.23 ,217351.62 ,223154.32 ,214275.74 ,203451.28 ,194919.11 ,190956.57 ,181822.46 ,204350.90 ,193747.16 ,195665.97 ,200625.55 ,189498.76 ,193470.22 ,189776.03 ,198788.51 ,207207.91 ,214539.34 ,213153.20 ,202237.00 ,196628.70 ,190260.28 ,194754.63 ,202475.57 ,201849.61 ,207395.81 ,212433.43 ,215327.07 ,235182.76 ,250394.71 ,258613.15 ,265315.12 ,263359.74 ,276808.52 ,287859.87 ,287699.16 ,302456.35 ,306859.00 ,310327.67 ,309052.73 ,307815.69 ,297289.71 
E02000861,Sutton 022,146115.05 ,142648.10 ,150135.53 ,149932.02 ,150001.26 ,149020.55 ,143575.83 ,141359.13 ,154152.83 ,164167.35 ,176038.24 ,186032.86 ,201013.86 ,201237.48 ,202027.03 ,208333.93 ,208863.40 ,213133.16 ,223361.73 ,242619.15 ,262212.67 ,271331.78 ,279826.01 ,277496.07 ,267757.25 ,283640.85 ,288161.62 ,303160.54 ,314486.00 ,317808.72 ,335246.96 ,342481.91 ,351092.48 ,351101.55 ,358766.21 ,358270.09 ,360667.11 ,357530.81 ,342195.94 ,342593.00 ,338740.91 ,343902.53 ,355068.41 ,368058.72 ,390954.41 ,405456.84 ,409484.62 ,421347.31 ,427738.53 ,444173.72 ,445881.09 ,445660.56 ,450595.57 ,420553.73 ,396040.68 ,395854.61 ,380210.23 ,403483.89 ,428200.56 ,430293.15 ,466115.18 ,435769.94 ,457068.91 ,474106.59 ,440508.02 ,449562.64 ,417615.12 ,417050.99 ,437591.68 ,431545.02 ,431764.13 ,418830.88 ,417453.31 ,431307.78 ,451869.20 ,491828.08 ,517264.67 ,534116.08 ,580405.12 ,606232.36 ,635070.73 ,649792.17 ,652392.28 ,616584.30 ,637538.47 ,641289.96 ,630701.54 ,683156.01 ,674165.83 
E02000863,Sutton 024,107927.55 ,103151.61 ,116618.64 ,115562.75 ,121385.29 ,124637.50 ,128644.23 ,135248.46 ,142424.19 ,144383.02 ,146248.33 ,145177.83 ,139230.72 ,145121.05 ,141448.53 ,151271.10 ,162572.27 ,173132.50 ,208111.98 ,224573.97 ,259079.41 ,264133.91 ,285629.74 ,279146.67 ,271195.36 ,267366.02 ,253293.69 ,255646.09 ,261638.69 ,272435.35 ,279253.33 ,291291.04 ,288445.06 ,283917.25 ,276088.55 ,272439.40 ,275912.97 ,280516.84 ,276348.85 ,287239.19 ,303453.75 ,305478.56 ,321565.19 ,335641.98 ,333958.54 ,342784.07 ,346087.39 ,340829.04 ,351579.24 ,343057.48 ,347562.36 ,355445.11 ,333136.32 ,330194.42 ,305877.97 ,310064.66 ,326875.41 ,339626.95 ,349867.58 ,346438.80 ,342373.17 ,346842.74 ,359213.64 ,353283.33 ,369283.33 ,385364.29 ,402642.42 ,417566.95 ,415237.30 ,401902.42 ,353974.60 ,360269.81 ,344170.29 ,343791.62 ,366526.56 ,380413.72 ,415963.45 ,438686.34 ,444499.16 ,464499.50 ,473109.73 ,485724.72 ,488277.65 ,487415.30 ,489955.01 ,501252.51 ,513642.21 ,503796.20 ,510225.58 
E02000864,Tower Hamlets 001,66141.29 ,66665.37 ,67564.92 ,65536.02 ,61603.46 ,59267.58 ,66974.87 ,64086.89 ,62721.41 ,64088.82 ,63158.97 ,74170.17 ,82362.83 ,84780.98 ,87321.48 ,88725.82 ,96738.41 ,99061.13 ,106945.05 ,112023.41 ,116108.89 ,121575.27 ,123677.22 ,131327.30 ,138391.36 ,139766.63 ,144138.48 ,159138.51 ,172098.43 ,182668.76 ,192924.23 ,182117.79 ,179093.44 ,181242.33 ,184337.57 ,200170.84 ,207148.78 ,213762.12 ,220734.77 ,219711.15 ,214303.79 ,236787.79 ,238841.08 ,238552.76 ,246611.20 ,239257.79 ,251201.30 ,262699.65 ,292710.31 ,309207.99 ,309579.43 ,310546.03 ,276731.11 ,240988.21 ,270886.80 ,240005.86 ,245864.44 ,269665.38 ,261746.81 ,275077.50 ,276910.00 ,256940.41 ,242179.98 ,228051.28 ,231523.25 ,242549.49 ,265522.77 ,300343.33 ,299930.05 ,301180.17 ,314772.11 ,314141.68 ,323449.63 ,341755.97 ,344878.44 ,334161.96 ,342736.48 ,335133.72 ,333322.46 ,370969.87 ,373796.84 ,396011.45 ,410818.68 ,418901.16 ,425084.35 ,425985.75 ,431855.28 ,427038.69 ,439787.47 
E02000865,Tower Hamlets 002,49817.42 ,49784.86 ,50540.00 ,52703.91 ,52875.56 ,54005.40 ,59694.84 ,60146.33 ,65489.86 ,65480.57 ,65726.31 ,70635.48 ,74808.31 ,76804.38 ,79902.09 ,86921.56 ,89537.89 ,93887.95 ,99614.24 ,100456.81 ,113296.20 ,119108.11 ,126581.30 ,129541.81 ,124457.93 ,126689.66 ,133149.20 ,143619.85 ,157559.37 ,164777.44 ,167956.01 ,179267.18 ,179101.15 ,173911.62 ,183902.84 ,185658.33 ,188822.03 ,200009.80 ,199954.39 ,199894.58 ,200154.33 ,200637.21 ,195371.28 ,201731.02 ,208178.96 ,216142.89 ,232911.51 ,256093.02 ,266441.18 ,271218.21 ,278147.36 ,258051.13 ,260283.30 ,245708.78 ,233985.76 ,230687.90 ,219839.57 ,246141.49 ,253824.57 ,258024.08 ,260532.50 ,252273.05 ,256342.86 ,263525.64 ,273462.38 ,302842.38 ,352571.00 ,362809.88 ,347194.79 ,327353.49 ,278634.78 ,272040.44 ,283058.46 ,314140.52 ,347822.07 ,394116.80 ,402047.00 ,423788.52 ,412775.00 ,433933.21 ,439112.39 ,491349.91 ,512797.90 ,515296.23 ,514912.14 ,476378.08 ,458870.54 ,500970.21 ,516279.72 
E02000866,Tower Hamlets 003,83971.49 ,85607.77 ,90748.60 ,96579.05 ,94608.01 ,94790.71 ,98561.63 ,103652.80 ,108210.44 ,109934.92 ,120705.34 ,130811.01 ,137502.21 ,144459.79 ,144134.36 ,148095.91 ,152229.58 ,155289.12 ,161596.63 ,158868.65 ,162600.32 ,164573.99 ,175213.29 ,186926.70 ,198238.18 ,212559.40 ,220272.64 ,227898.72 ,231412.13 ,235387.24 ,235381.04 ,238504.77 ,244633.07 ,234732.32 ,241806.78 ,249667.75 ,248295.68 ,265555.12 ,265824.75 ,275663.03 ,281326.13 ,284417.17 ,288862.71 ,288624.25 ,291858.71 ,300697.78 ,316958.67 ,329357.86 ,334451.99 ,328596.08 ,321093.84 ,320849.17 ,321117.93 ,332449.71 ,318986.00 ,306361.69 ,346261.90 ,360898.51 ,376094.58 ,412868.48 ,409476.78 ,392880.37 ,391974.02 ,393723.54 ,398430.58 ,416272.83 ,418502.12 ,405435.33 ,414924.54 ,405267.39 ,415949.77 ,447229.80 ,455238.10 ,476782.84 ,481518.34 ,472176.76 ,478792.40 ,492224.55 ,533819.52 ,583042.90 ,594574.05 ,612328.98 ,605456.22 ,641204.35 ,666081.52 ,692228.27 ,746791.73 ,719615.53 ,710918.95 
E02000867,Tower Hamlets 004,76454.58 ,76206.04 ,68661.69 ,70855.68 ,70563.16 ,73853.67 ,75623.72 ,76743.05 ,77520.46 ,80438.14 ,85358.26 ,89719.51 ,96730.64 ,100713.47 ,106653.95 ,110541.20 ,114285.59 ,118626.03 ,125797.76 ,136536.96 ,137970.38 ,142760.66 ,148961.56 ,153559.95 ,163431.31 ,167478.33 ,172258.78 ,174086.18 ,181519.39 ,192546.91 ,193942.62 ,197291.60 ,199431.14 ,207289.13 ,209434.19 ,217772.32 ,222968.91 ,218475.56 ,225511.26 ,228535.41 ,226380.80 ,226406.94 ,224949.15 ,229584.17 ,235349.88 ,239928.71 ,257081.32 ,267467.99 ,283972.87 ,293256.03 ,295569.33 ,297840.73 ,290818.12 ,282107.93 ,260188.89 ,254764.08 ,257395.80 ,254424.89 ,252904.14 ,250516.65 ,255158.84 ,255810.66 ,259042.16 ,265773.46 ,273578.29 ,274379.78 ,287397.96 ,300778.13 ,295718.92 ,307595.19 ,298285.06 ,308331.50 ,312341.31 ,317513.73 ,329526.72 ,334458.45 ,353211.18 ,352639.39 ,369188.49 ,398774.83 ,416720.59 ,443004.80 ,456129.41 ,459397.94 ,455862.12 ,458037.49 ,450474.64 ,466980.62 ,475992.79 
E02000868,Tower Hamlets 005,53928.35 ,54870.67 ,52921.28 ,49403.91 ,54169.02 ,56113.96 ,57818.28 ,61902.18 ,66514.79 ,68973.52 ,72050.39 ,72034.79 ,71522.04 ,71503.58 ,76943.47 ,86324.48 ,94106.83 ,101772.19 ,108585.88 ,117640.24 ,127209.21 ,141051.32 ,150115.64 ,157326.42 ,160100.81 ,164465.85 ,168095.79 ,174930.45 ,181331.73 ,181351.68 ,179353.94 ,173841.01 ,173737.68 ,182005.19 ,188849.09 ,196021.17 ,204994.79 ,209825.10 ,213055.11 ,217147.14 ,215202.03 ,218490.41 ,218792.93 ,230634.35 ,241847.62 ,243575.68 ,256777.87 ,268699.26 ,265132.87 ,275293.75 ,278137.03 ,271489.34 ,281627.28 ,275674.83 ,261805.18 ,264709.94 ,248634.48 ,259018.71 ,283781.93 ,288974.75 ,303391.89 ,304584.17 ,308036.55 ,301702.53 ,292784.98 ,297374.51 ,312810.35 ,319175.17 ,324971.90 ,325328.99 ,344825.21 ,351370.31 ,360144.61 ,372402.61 ,371265.90 ,388859.15 ,409662.00 ,412683.72 ,425862.60 ,440192.80 ,441133.07 ,460161.13 ,483144.36 ,546355.00 ,555695.91 ,580490.37 ,590887.00 ,575895.51 ,574400.83 
E02000869,Tower Hamlets 006,66301.00 ,71029.01 ,70912.66 ,70597.71 ,72316.11 ,71888.09 ,78056.90 ,82813.49 ,86811.98 ,91136.20 ,94835.70 ,108001.08 ,112281.32 ,116195.59 ,122558.38 ,129706.56 ,143243.52 ,146277.55 ,148234.16 ,146974.00 ,141877.38 ,142874.44 ,151639.68 ,171386.95 ,180303.16 ,200294.10 ,200540.78 ,200730.36 ,210979.59 ,214041.55 ,234525.45 ,263157.68 ,266432.88 ,257790.54 ,248099.02 ,237226.06 ,235709.71 ,234716.01 ,247678.43 ,265065.63 ,281882.88 ,285422.44 ,282511.18 ,287717.35 ,292757.29 ,293248.88 ,318694.91 ,323488.61 ,350274.61 ,379097.05 ,377199.72 ,396457.16 ,381093.07 ,365427.06 ,348631.58 ,354371.13 ,372674.37 ,369613.83 ,450220.33 ,432257.25 ,414384.80 ,412533.53 ,376725.45 ,391581.00 ,384058.33 ,398511.43 ,399995.75 ,416346.05 ,446224.12 ,421062.59 ,438693.55 ,444106.06 ,444737.30 ,464281.82 ,506970.00 ,535555.68 ,582694.00 ,563160.14 ,573597.76 ,588805.70 ,589914.54 ,685785.89 ,686798.51 ,684802.72 ,665843.06 ,634216.07 ,669670.48 ,719428.55 ,751366.72 
E02000870,Tower Hamlets 007,59462.94 ,58969.80 ,61947.20 ,56097.61 ,58251.07 ,59295.12 ,63344.80 ,67802.40 ,70815.30 ,70193.87 ,71350.93 ,74379.55 ,77235.80 ,81134.82 ,86512.50 ,94613.28 ,103614.66 ,108809.79 ,113854.42 ,120558.57 ,122075.83 ,131300.86 ,137980.77 ,136938.13 ,142792.01 ,147563.35 ,158281.76 ,162713.80 ,172887.84 ,175049.40 ,175374.05 ,183177.91 ,187466.75 ,190174.89 ,197335.90 ,198229.50 ,199688.55 ,208479.63 ,209626.73 ,219206.22 ,220975.16 ,222637.61 ,223725.89 ,225979.75 ,237322.21 ,239370.80 ,248393.39 ,258331.11 ,271083.47 ,279205.85 ,272838.56 ,268088.17 ,255084.81 ,243934.18 ,221382.77 ,225988.30 ,235170.95 ,258420.00 ,287341.57 ,290161.37 ,290622.05 ,282973.74 ,280320.09 ,278932.02 ,283068.83 ,283346.12 ,294269.77 ,292325.92 ,291019.37 ,297307.25 ,290224.07 ,305724.76 ,314815.86 ,340740.30 ,359771.38 ,385513.36 ,411485.79 ,419488.33 ,427486.13 ,417307.25 ,418768.60 ,467042.68 ,480665.55 ,508396.02 ,540100.94 ,518115.48 ,534369.02 ,535805.05 ,533146.74 
E02000871,Tower Hamlets 008,40427.92 ,41501.44 ,47453.55 ,49711.66 ,49898.82 ,51000.23 ,50007.73 ,49120.95 ,48886.41 ,49516.32 ,52541.65 ,54090.98 ,56436.53 ,58583.26 ,57798.25 ,84327.38 ,89459.64 ,93817.59 ,99863.85 ,92837.50 ,105743.90 ,107827.16 ,104972.71 ,100995.65 ,100348.84 ,104342.50 ,112208.31 ,120439.66 ,121649.23 ,132485.29 ,136928.57 ,149816.90 ,158562.44 ,160118.69 ,160951.92 ,165440.59 ,173399.03 ,174886.85 ,176939.23 ,180698.10 ,178898.64 ,216907.61 ,224325.81 ,232538.27 ,234034.76 ,225190.25 ,213005.64 ,204417.74 ,204016.44 ,209793.79 ,218488.12 ,223770.12 ,217500.00 ,221826.39 ,206884.62 ,185000.00 ,192261.90 ,211616.16 ,234667.37 ,235584.67 ,237423.03 ,242016.53 ,243355.05 ,241045.17 ,241912.78 ,240463.81 ,238124.55 ,239427.85 ,242660.94 ,268154.53 ,281469.99 ,282386.20 ,283143.53 ,287798.88 ,285808.10 ,292473.97 ,315400.44 ,322327.68 ,328730.33 ,333940.93 ,341194.44 ,342577.66 ,339248.60 ,351365.09 ,384429.13 ,385416.19 ,387439.64 ,382896.12 ,358379.07 
E02000872,Tower Hamlets 009,56795.27 ,53483.89 ,54774.34 ,58411.84 ,69879.87 ,88268.98 ,92964.11 ,92075.80 ,87375.67 ,71551.32 ,76269.48 ,95328.02 ,100737.39 ,108835.78 ,136376.15 ,138729.60 ,140740.71 ,145324.77 ,129281.79 ,131841.26 ,131557.97 ,136897.14 ,150897.61 ,167054.93 ,173462.76 ,169088.65 ,165607.24 ,188687.62 ,204607.16 ,216600.62 ,230360.52 ,227509.34 ,227792.33 ,218584.23 ,220490.18 ,239336.56 ,241061.23 ,257207.33 ,258831.76 ,242005.90 ,241019.07 ,248779.99 ,256095.16 ,260321.63 ,263401.18 ,278740.03 ,296494.65 ,320891.95 ,336956.68 ,353271.88 ,360601.41 ,335529.40 ,341349.88 ,315148.08 ,269675.00 ,302806.65 ,308613.66 ,312323.93 ,319575.37 ,320087.47 ,323476.86 ,324887.42 ,335682.48 ,306012.07 ,329895.44 ,332391.64 ,337550.89 ,377878.14 ,379457.68 ,409483.52 ,415768.56 ,425751.42 ,462750.74 ,474430.43 ,505170.48 ,511158.27 ,530769.45 ,570092.71 ,580891.12 ,608033.48 ,627482.61 ,632285.00 ,635599.06 ,641206.07 ,650594.27 ,683464.12 ,681725.38 ,663504.23 ,647302.66 
E02000873,Tower Hamlets 010,51927.25 ,49437.40 ,56632.57 ,50350.00 ,52628.27 ,55495.54 ,56331.54 ,62894.86 ,60886.51 ,62616.48 ,83016.53 ,88324.90 ,91226.15 ,92662.68 ,90109.77 ,102586.89 ,111299.14 ,111244.93 ,115588.47 ,121958.68 ,131967.68 ,141079.90 ,138229.44 ,136703.39 ,138433.24 ,148014.28 ,173221.31 ,171895.10 ,174205.49 ,177157.13 ,160723.42 ,170516.88 ,170749.07 ,172995.31 ,171745.57 ,181463.68 ,188585.84 ,202236.70 ,222040.00 ,247937.95 ,246305.00 ,247795.11 ,247479.05 ,228345.43 ,232368.81 ,236069.21 ,248330.38 ,276745.10 ,278383.78 ,285176.53 ,291184.35 ,257043.14 ,253783.87 ,240095.83 ,219442.86 ,236934.78 ,243650.00 ,260306.45 ,276671.43 ,296038.46 ,297935.90 ,294207.32 ,295139.77 ,282464.44 ,288527.45 ,292971.93 ,287977.36 ,304376.76 ,309848.14 ,333387.61 ,343712.59 ,333042.94 ,332761.35 ,326591.29 ,326428.68 ,391771.83 ,442027.28 ,452130.57 ,472764.76 ,472483.96 ,497476.65 ,514020.81 ,518443.78 ,535465.28 ,531382.11 ,548117.33 ,549656.70 ,532681.76 ,530115.79 
E02000874,Tower Hamlets 011,59401.72 ,61159.62 ,57076.09 ,55920.45 ,68527.78 ,72654.29 ,75437.00 ,84919.11 ,71037.00 ,69322.93 ,73113.80 ,82307.95 ,96079.66 ,103211.14 ,104262.23 ,104859.71 ,105730.88 ,101922.68 ,112516.00 ,124885.54 ,133824.37 ,134473.40 ,133201.44 ,142023.34 ,140715.43 ,149529.41 ,168815.31 ,158243.40 ,159525.00 ,167479.03 ,162307.98 ,171697.58 ,183677.22 ,178349.40 ,180068.51 ,185644.12 ,185273.80 ,203757.42 ,214096.58 ,226627.85 ,225546.67 ,214057.56 ,204701.34 ,210451.78 ,217696.27 ,224446.10 ,240084.62 ,245145.05 ,254020.88 ,258559.74 ,259877.21 ,257493.43 ,240659.52 ,247019.40 ,237281.96 ,239032.67 ,267187.60 ,268301.56 ,279043.42 ,279694.05 ,264606.76 ,266883.33 ,253760.87 ,265645.00 ,276777.59 ,283633.13 ,283199.83 ,276199.97 ,278413.30 ,286413.33 ,287275.43 ,275706.35 ,280940.36 ,318676.40 ,341279.93 ,371560.74 ,389919.67 ,385573.88 ,371780.82 ,383732.81 ,390768.42 ,422751.28 ,439184.15 ,455019.06 ,532056.83 ,555166.12 ,571658.81 ,543404.03 ,492132.64 
E02000875,Tower Hamlets 012,58600.02 ,58637.27 ,59536.83 ,60592.56 ,58134.54 ,56529.28 ,51675.78 ,54137.14 ,58576.33 ,59326.67 ,64646.83 ,64657.92 ,66640.63 ,72348.22 ,74540.49 ,82871.56 ,90393.65 ,92128.07 ,101700.27 ,107585.00 ,115732.97 ,121006.18 ,128827.01 ,146758.60 ,147904.33 ,150655.14 ,149756.62 ,145753.76 ,154878.61 ,156945.53 ,166842.75 ,170695.78 ,168745.54 ,171597.52 ,169330.54 ,177328.16 ,179729.57 ,182233.86 ,180361.48 ,179160.19 ,190683.29 ,190673.76 ,203316.02 ,206457.51 ,207647.62 ,217983.89 ,218685.98 ,242939.01 ,256540.45 ,261212.24 ,258190.15 ,240135.63 ,249781.16 ,248363.88 ,255258.74 ,253471.35 ,252202.59 ,256610.10 ,250255.38 ,249225.49 ,245986.53 ,238533.07 ,242258.67 ,253074.66 ,248091.28 ,246551.76 ,245998.62 ,260496.08 ,276970.38 ,294258.17 ,304420.94 ,300510.17 ,290245.98 ,288170.02 ,292263.16 ,312999.32 ,332262.37 ,329795.82 ,345904.86 ,355244.17 ,362736.27 ,381285.59 ,388665.49 ,397536.46 ,407344.51 ,422266.99 ,412561.05 ,401254.89 ,385838.78 
E02000876,Tower Hamlets 013,62237.06 ,62209.34 ,61172.84 ,67761.74 ,71011.50 ,71978.50 ,71175.89 ,70969.13 ,72340.39 ,71832.86 ,75787.21 ,77293.65 ,77967.57 ,81473.07 ,86472.37 ,92735.47 ,97366.62 ,105438.85 ,112806.82 ,127435.99 ,143017.64 ,150007.71 ,158285.25 ,156291.86 ,173345.31 ,172261.59 ,175197.37 ,181128.79 ,164418.74 ,171407.82 ,176454.24 ,176229.57 ,179716.90 ,181756.11 ,188374.05 ,196800.28 ,205018.02 ,206456.40 ,201155.50 ,203322.37 ,205736.09 ,206784.71 ,214455.96 ,213549.03 ,219902.01 ,232646.08 ,239511.86 ,260900.50 ,261797.37 ,262082.03 ,266873.85 ,253723.35 ,256808.43 ,258037.15 ,247380.00 ,236232.28 ,242643.32 ,238410.89 ,252511.97 ,258444.52 ,275835.07 ,279616.07 ,266130.43 ,269963.27 ,253167.27 ,267346.16 ,273249.58 ,266505.77 ,272801.14 ,287926.88 ,300327.03 ,316988.01 ,306445.88 ,297848.44 ,332170.31 ,375429.35 ,413729.43 ,441284.03 ,440689.58 ,427685.85 ,447138.51 ,467861.92 ,491674.49 ,503762.53 ,493790.35 ,478840.91 ,438342.11 ,443861.90 ,448195.24 
E02000877,Tower Hamlets 014,47774.73 ,44447.05 ,45894.39 ,50004.05 ,54005.43 ,57238.78 ,62143.40 ,64847.57 ,66383.94 ,67770.91 ,68632.17 ,72252.24 ,79051.63 ,84509.95 ,100095.83 ,117546.89 ,126485.60 ,128386.91 ,125458.48 ,125602.54 ,122153.94 ,132137.23 ,138869.54 ,144539.93 ,148015.45 ,152005.38 ,148685.59 ,157841.60 ,169869.81 ,172388.35 ,180739.58 ,176498.22 ,176836.14 ,179630.98 ,186609.23 ,198710.91 ,202534.65 ,201015.00 ,200732.07 ,198059.45 ,193389.06 ,203801.82 ,210767.04 ,216838.08 ,219495.59 ,225301.67 ,251484.19 ,285317.53 ,295923.04 ,300164.12 ,294126.07 ,261081.64 ,255694.26 ,250613.64 ,254117.02 ,245500.00 ,233604.65 ,243886.36 ,253038.04 ,273439.55 ,290038.08 ,286302.23 ,285444.80 ,291508.77 ,292773.11 ,283927.97 ,278090.50 ,268215.47 ,271469.15 ,274426.21 ,278865.96 ,276427.56 ,273209.72 ,276373.77 ,291387.08 ,326902.29 ,339764.81 ,351857.88 ,415242.01 ,423769.00 ,425902.16 ,445416.05 ,460168.96 ,466358.76 ,462837.79 ,435655.45 ,430913.13 ,441326.97 ,458755.24 
E02000878,Tower Hamlets 015,76199.44 ,64560.69 ,75929.65 ,81490.32 ,98957.54 ,110179.89 ,131140.23 ,136043.80 ,132649.62 ,142554.44 ,137009.22 ,151386.42 ,156186.33 ,160759.20 ,172215.00 ,187828.54 ,194745.04 ,198521.56 ,203656.41 ,211919.97 ,218609.00 ,226268.87 ,232968.01 ,209792.46 ,215631.66 ,224368.85 ,231173.28 ,256047.43 ,266054.56 ,267202.04 ,269112.51 ,262811.52 ,256094.88 ,266318.44 ,284099.49 ,291502.85 ,304694.99 ,300370.83 ,287930.25 ,288126.83 ,278901.06 ,285611.63 ,283338.76 ,296720.16 ,313172.14 ,329329.71 ,345607.82 ,364064.07 ,389686.03 ,392449.56 ,411672.83 ,411534.38 ,401859.31 ,394293.60 ,353487.99 ,361416.57 ,344946.34 ,387275.81 ,407757.01 ,416549.43 ,423162.29 ,394697.50 ,385137.26 ,417704.48 ,431999.85 ,431157.89 ,441066.67 ,433381.29 ,502638.21 ,536913.83 ,550343.43 ,570898.48 ,604074.14 ,577694.70 ,610028.71 ,633921.67 ,626165.14 ,669382.99 ,636166.55 ,637303.43 ,639702.75 ,684489.40 ,771808.57 ,790379.59 ,763378.31 ,687511.76 ,728927.34 ,679016.42 ,694224.06 
